n,r,s,lambda,LC,OLC,ULC
24,22,15,8,False,False,False
24,22,16,7,False,False,False
24,22,17,6,False,False,False
24,22,18,5,False,False,False
24,22,19,4,False,False,False
24,22,20,3,False,False,False
24,22,21,2,True,True,True
24,23,1,23,True,True,False
24,23,2,22,True,False,False
24,23,3,21,True,False,False
24,23,4,20,True,False,False
24,23,5,19,False,False,False
24,23,6,18,False,False,False
24,23,7,17,False,False,False
24,23,8,16,False,False,False
24,23,9,15,False,False,False
24,23,10,14,False,False,False
24,23,11,13,False,False,False
24,23,12,12,False,False,False
24,23,13,11,False,False,False
24,23,14,10,False,False,False
24,23,15,9,False,False,False
24,23,16,8,False,False,False
24,23,17,7,False,False,False
24,23,18,6,False,False,False
24,23,19,5,False,False,False
24,23,20,4,False,False,False
24,23,21,3,False,False,False
24,23,22,2,True,True,True
