source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,disposition_notes
q_pochhammer_q_binomial_monograph:prop:qF-negative-affine,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9384,prop:qF-negative-affine,proposition,Negative parameters as affine positive laws,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The geometric row as a summability kernel / Negative parameters",yes,prop:qF-negative-affine,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:qF-germ-uniqueness,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9455,thm:qF-germ-uniqueness,theorem,The Mahler equation with a normalization is rigid,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The geometric row as a summability kernel / Reciprocal germs and reciprocity",yes,thm:qF-germ-uniqueness,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:def:qF-germ,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9524,def:qF-germ,definition,The reciprocal germ,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The geometric row as a summability kernel / Reciprocal germs and reciprocity",no,def:qF-germ,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:qF-reciprocity,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9546,thm:qF-reciprocity,theorem,Reciprocity,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The geometric row as a summability kernel / Reciprocal germs and reciprocity",yes,thm:qF-reciprocity,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:qF-spectral,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9600,thm:qF-spectral,theorem,Spectral Pochhammer factorization,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The geometric row as a summability kernel / The spectral \texorpdfstring{$q^2$",yes,thm:qF-spectral,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:def:qF-moment-polynomial,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9758,def:qF-moment-polynomial,definition,The moment polynomial,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The moment polynomial and the endpoint values",no,def:qF-moment-polynomial,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:qF-moment-polynomial,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9766,thm:qF-moment-polynomial,theorem,Polynomiality and recurrence,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The moment polynomial and the endpoint values",yes,thm:qF-moment-polynomial,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:qF-P-degree-sharp,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9821,prop:qF-P-degree-sharp,proposition,Exact degree and the two leading coefficients,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The moment polynomial and the endpoint values",yes,prop:qF-P-degree-sharp,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:ex:qF-P-degrees,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9926,ex:qF-P-degrees,example,,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The moment polynomial and the endpoint values",no,ex:qF-P-degrees,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:qF-halfbase-dictionary,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,9949,cor:qF-halfbase-dictionary,corollary,Pochhammer-cleared endpoint form and the half-base dictionary,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The moment polynomial and the endpoint values",yes,cor:qF-halfbase-dictionary,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:def:universal-gaussian,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10025,def:universal-gaussian,definition,Universal Gaussian polynomials,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The universal division-free definition",no,def:universal-gaussian,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:universal-functoriality,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10035,thm:universal-functoriality,theorem,"Existence, uniqueness, and functoriality",Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The universal division-free definition",yes,thm:universal-functoriality,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:universal-factorial-identities,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10065,cor:universal-factorial-identities,corollary,Denominator-free factorial identities,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The universal division-free definition",yes,cor:universal-factorial-identities,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:ex:gaussian-root-of-unity,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10082,ex:gaussian-root-of-unity,example,A primitive root of unity,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The universal division-free definition",no,ex:gaussian-root-of-unity,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:subspace-mobius,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10105,thm:subspace-mobius,theorem,"M\""obius function of the subspace lattice",Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The M\""obius function of the subspace lattice",yes,thm:subspace-mobius,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:thue-morse-power-recurrence,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10148,prop:thue-morse-power-recurrence,proposition,Recurrence for the translated Thue--Morse power sums,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / The M\""obius function of the subspace lattice",yes,prop:thue-morse-power-recurrence,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:ring-moment-residual,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10192,thm:ring-moment-residual,theorem,All-degree residual from the first surviving moment,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / A ring-level residual principle",yes,thm:ring-moment-residual,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:ring-geometric-residual,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10299,cor:ring-geometric-residual,corollary,Geometric Gaussian residual for arbitrary weights,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / A ring-level residual principle",yes,cor:ring-geometric-residual,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:ring-series-filter,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10352,cor:ring-series-filter,corollary,Formal-series filter for arbitrary weights,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / A ring-level residual principle",yes,cor:ring-series-filter,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:def:fabius-shift-polynomial,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10462,def:fabius-shift-polynomial,definition,Shifted moment polynomials,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / Cells, a local reduction, and the digit expansion",no,def:fabius-shift-polynomial,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:fabius-spline-expectation,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10493,lem:fabius-spline-expectation,lemma,Spline expectation at an arbitrary argument,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / Cells, a local reduction, and the digit expansion",yes,lem:fabius-spline-expectation,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:fabius-dyadic-cell,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10530,thm:fabius-dyadic-cell,theorem,Exact formula on every dyadic cell,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / Cells, a local reduction, and the digit expansion",yes,thm:fabius-dyadic-cell,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:ex:fabius-digit-onethird,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10631,ex:fabius-digit-onethird,example,A non-dyadic argument,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / Cells, a local reduction, and the digit expansion",no,ex:fabius-digit-onethird,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:midpoint-truncation,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10701,prop:midpoint-truncation,proposition,"Midpoint-centred truncations, and an exact second-order rate",Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / Cells, a local reduction, and the digit expansion",yes,prop:midpoint-truncation,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:def:clamped-cutoff,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10926,def:clamped-cutoff,definition,The clamped midpoint cutoff,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",no,def:clamped-cutoff,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:cutoff-to-spline,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,10935,lem:cutoff-to-spline,lemma,Cutoff form of the midpoint spline,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",yes,lem:cutoff-to-spline,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:offgrid-dyadic,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11005,thm:offgrid-dyadic,theorem,Off-grid continuation of the dyadic formula,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",yes,thm:offgrid-dyadic,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:offgrid-uniform-rate,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11141,thm:offgrid-uniform-rate,theorem,"Uniform half-base Toeplitz limit, with the sharp rate",Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",yes,thm:offgrid-uniform-rate,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:def:fabius-appell,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11268,def:fabius-appell,definition,Fabius Appell polynomials,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",no,def:fabius-appell,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:fabius-appell-laws,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11290,prop:fabius-appell-laws,proposition,Appell and reflection laws,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",yes,prop:fabius-appell-laws,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:fabius-appell-geometric-shift,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11315,thm:fabius-appell-geometric-shift,theorem,Geometric block shifts and the Appell polynomials,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",yes,thm:fabius-appell-geometric-shift,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:ex:fabius-appell-small,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11429,ex:fabius-appell-small,example,The case $n=2$,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / An off-grid continuation of the dyadic formula",no,ex:fabius-appell-small,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:fabius-real-spline,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11481,lem:fabius-real-spline,lemma,Spline representation at a real argument,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / A digit-sparse expansion at an arbitrary argument",yes,lem:fabius-spline-expectation,human-proved frontier result,"Merged into lem:fabius-spline-expectation, whose identical formula holds for every real argument rather than only on the stated interval."
q_pochhammer_q_binomial_monograph:cor:fabius-local-reduction,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11510,cor:fabius-local-reduction,corollary,Local reduction identity,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / A digit-sparse expansion at an arbitrary argument",yes,cor:fabius-local-reduction,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:fabius-digit-expansion,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11554,thm:fabius-digit-expansion,theorem,Digit-sparse Appell expansion,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / A digit-sparse expansion at an arbitrary argument",yes,thm:fabius-digit-expansion,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:fabius-digit-qseries,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,11609,cor:fabius-digit-qseries,corollary,Digit-sparse half-base $q$-series,Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$,"Geometric filters, dyadic structure, and the Fabius bridge / Dyadic Gaussian--Thue--Morse structure and the values of \texorpdfstring{$F$ / A digit-sparse expansion at an arbitrary argument",yes,cor:fabius-digit-qseries,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
inverse_q_analogs_and_series:def:uq-partial-inverse,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,13,def:uq-partial-inverse,definition,Partial inverse,,Universal inversion calculus / Regular inverse germs,no,def:uq-partial-inverse,not applicable,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-regular-analytic-inverse,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,29,thm:uq-regular-analytic-inverse,theorem,Regular analytic partial inverse,,Universal inversion calculus / Regular inverse germs,yes,thm:uq-regular-analytic-inverse,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-triangular-inverse,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,68,thm:uq-triangular-inverse,theorem,Triangular inverse recurrence,,Universal inversion calculus / Formal triangular inversion,yes,thm:uq-triangular-inverse,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:cor:uq-first-inverse-coefficients,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,117,cor:uq-first-inverse-coefficients,corollary,The first five ordinary coefficients,,Universal inversion calculus / Formal triangular inversion,yes,cor:uq-first-inverse-coefficients,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:lem:uq-formal-residue-substitution,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,158,lem:uq-formal-residue-substitution,lemma,Formal residue under a change of coordinate,,"Universal inversion calculus / Formal and analytic Lagrange--B\""urmann inversion",yes,lem:uq-formal-residue-substitution,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-formal-lagrange-burmann,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,188,thm:uq-formal-lagrange-burmann,theorem,"Formal Lagrange--B\""urmann formula",,"Universal inversion calculus / Formal and analytic Lagrange--B\""urmann inversion",yes,thm:uq-formal-lagrange-burmann,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-analytic-lagrange,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,233,thm:uq-analytic-lagrange,theorem,"Analytic Lagrange--B\""urmann formula",,"Universal inversion calculus / Formal and analytic Lagrange--B\""urmann inversion",yes,thm:uq-analytic-lagrange,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:lem:uq-bell-exponentiation,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,290,lem:uq-bell-exponentiation,lemma,Exponentiating logarithmic jets,,Universal inversion calculus / Bell-polynomial packaging,yes,lem:uq-bell-exponentiation,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-bell-inverse-recursion,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,311,thm:uq-bell-inverse-recursion,theorem,Bell recurrence for inverse derivatives,,Universal inversion calculus / Bell-polynomial packaging,yes,thm:uq-bell-inverse-recursion,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-inverse-sensitivities,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,348,thm:uq-inverse-sensitivities,theorem,First and second inverse sensitivities,,Universal inversion calculus / Passive-parameter sensitivities,yes,thm:uq-inverse-sensitivities,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-finite-ramification,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,428,thm:uq-finite-ramification,theorem,Finite-ramification normal form,,Universal inversion calculus / Finite ramification and Puiseux inversion,yes,thm:uq-finite-ramification,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:cor:uq-fold-jet,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,483,cor:uq-fold-jet,corollary,Universal fold jet through order two,,Universal inversion calculus / Finite ramification and Puiseux inversion,yes,cor:uq-fold-jet,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:prop:uq-asymptotic-residual-transfer,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,541,prop:uq-asymptotic-residual-transfer,proposition,Residual transfer along a monotone inverse branch,,Universal inversion calculus / \texorpdfstring{Asymptotic inverse transfer and Lambert \(W\),yes,prop:uq-asymptotic-residual-transfer,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-reciprocal-log-reversion,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,568,thm:uq-reciprocal-log-reversion,theorem,Reciprocal-scale reversion,,Universal inversion calculus / \texorpdfstring{Asymptotic inverse transfer and Lambert \(W\),yes,thm:uq-reciprocal-log-reversion,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
inverse_q_analogs_and_series:thm:uq-lambert-preconditioner,inverse_q_analogs_and_series,q-pochhammer-and-inversion/inverse_q_analogs_and_series/chapters/01_universal_inversion.tex,616,thm:uq-lambert-preconditioner,theorem,Lambert-\(W\) preconditioner with branch compatibility,,Universal inversion calculus / \texorpdfstring{Asymptotic inverse transfer and Lambert \(W\),yes,thm:uq-lambert-preconditioner,human-proved frontier result,Retained from the inverse volume under its existing canonical label and proof status.
