source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
Inverse_Endpoint_All_Orders:thm:diagonal,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,469,thm:diagonal,theorem,Diagonal coefficient formulas,,"The diagonal Lagrange--B\""urmann calculus",yes,ao:thm:diagonal,human-proved frontier result,,,Retained at ao:thm:diagonal with a complete canonical human proof of Diagonal coefficient formulas. No exact inverse diagonal coefficient theorem is formalized.
Inverse_Endpoint_All_Orders:thm:direct-gn,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,518,thm:direct-gn,theorem,Direct partial-Bell formula for $g_n$,,"The diagonal Lagrange--B\""urmann calculus",yes,ao:thm:direct-gn,human-proved frontier result,,,"Retained at ao:thm:direct-gn with a complete canonical human proof of Direct partial-Bell formula for $g_n$. Generic Bell identities exist, but not this inverse g_n formula."
Inverse_Endpoint_All_Orders:alg:generation,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,545,alg:generation,algorithm,Arbitrary-order symbolic generation,,"The diagonal Lagrange--B\""urmann calculus",no,ao:alg:generation,not applicable,,,"Retained at ao:alg:generation as the algorithm specification Arbitrary-order symbolic generation; proof status belongs to separate correctness results, not this row."
Inverse_Endpoint_All_Orders:thm:third-order,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,564,thm:third-order,theorem,Closed third-order coefficients,,The explicit third correction,yes,ao:thm:third-order,human-proved frontier result,,,Retained at ao:thm:third-order with a complete canonical human proof of Closed third-order coefficients. The explicit inverse third-order formulas are not formalized.
Inverse_Endpoint_All_Orders:thm:top-log,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,638,thm:top-log,theorem,Degree and top-log laws,,Structure laws / Logarithmic degrees and top logarithms,yes,ao:thm:top-log,human-proved frontier result,,,Retained at ao:thm:top-log with a complete canonical human proof of Degree and top-log laws. No exact inverse degree/top-log law was found.
Inverse_Endpoint_All_Orders:cor:subleading,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,694,cor:subleading,corollary,First subleading multiplicative logarithm,,Structure laws / Logarithmic degrees and top logarithms,no,ao:cor:subleading,human-proved frontier result,,,Retained at ao:cor:subleading with a complete canonical human proof of First subleading multiplicative logarithm. The first nonuniversal multiplicative logarithm is not formalized.
Inverse_Endpoint_All_Orders:thm:inverse-topjet,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,717,thm:inverse-topjet,theorem,Inverse top-jet law,,Structure laws / Transfer of the newest periodic derivative,yes,ao:thm:inverse-topjet,human-proved frontier result,,,Retained at ao:thm:inverse-topjet with a complete canonical human proof of Inverse top-jet law. No exact inverse top-jet declaration was found.
Inverse_Endpoint_All_Orders:prop:convolutions,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,756,prop:convolutions,proposition,Finite Gamma--zeta convolutions,,Fourier-mode algebra and the analyticity strip,no,ao:prop:convolutions,human-proved frontier result,,,"Retained at ao:prop:convolutions with a complete canonical human proof of Finite Gamma--zeta convolutions. Gamma-zeta Fourier coefficients are exact, but not their finite inverse-coefficient convolutions."
Inverse_Endpoint_All_Orders:prop:strip,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,772,prop:strip,proposition,Common strip,,Fourier-mode algebra and the analyticity strip,no,ao:prop:strip,human-proved frontier result,,,Retained at ao:prop:strip with a complete canonical human proof of Common strip. No common-strip theorem for the inverse hierarchy was found.
Inverse_Endpoint_All_Orders:thm:phase-locked,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,795,thm:phase-locked,theorem,Phase-locked endpoint sequences,,Phase locking and coefficient tomography,no,ao:thm:phase-locked,human-proved frontier result,,,Retained at ao:thm:phase-locked with a complete canonical human proof of Phase-locked endpoint sequences. Forward phase-locking is exact; the explicit inverse sequence expansion is not.
Inverse_Endpoint_All_Orders:thm:elasticity,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,844,thm:elasticity,theorem,All-orders elasticity,,Elasticity and every inverse derivative,yes,ao:thm:elasticity,human-proved frontier result,,,Retained at ao:thm:elasticity with a complete canonical human proof of All-orders elasticity. No exact all-orders inverse-elasticity declaration was found.
Inverse_Endpoint_All_Orders:thm:derivative-hierarchy,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,878,thm:derivative-hierarchy,theorem,Derivative hierarchy and the universal two-term law,,Elasticity and every inverse derivative,yes,ao:thm:derivative-hierarchy,human-proved frontier result,,,Retained at ao:thm:derivative-hierarchy with a complete canonical human proof of Derivative hierarchy and the universal two-term law. No exact inverse derivative hierarchy is formalized.
Inverse_Endpoint_All_Orders:prop:carrier-equation,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,947,prop:carrier-equation,proposition,Carrier equation,,A log-free resummation: the Wright-omega carrier / The carrier,yes,ao:prop:carrier-equation,human-proved frontier result,,,"Retained at ao:prop:carrier-equation with a complete canonical human proof of Carrier equation. Generic Lambert APIs exist, but not this carrier equation."
Inverse_Endpoint_All_Orders:unlabelled-definition-001,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,970,,definition,W-resummed carrier,,A log-free resummation: the Wright-omega carrier / The carrier,no,,not applicable,,,The W-resummed carrier remains an unlabelled canonical definition; proof status is not applicable.
Inverse_Endpoint_All_Orders:thm:W-all-orders,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,992,thm:W-all-orders,theorem,"Log-free all-orders expansion, with an extra order",,A log-free resummation: the Wright-omega carrier / The carrier,no,ao:thm:W-all-orders,human-proved frontier result,,,"Retained at ao:thm:W-all-orders with a complete canonical human proof of Log-free all-orders expansion, with an extra order. No exact W-resummed inverse expansion is formalized."
Inverse_Endpoint_All_Orders:thm:bare-skeleton,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1084,thm:bare-skeleton,theorem,Convergent bare skeleton,,A log-free resummation: the Wright-omega carrier / The inversion is not the source of divergence,yes,ao:thm:bare-skeleton,human-proved frontier result,,,Retained at ao:thm:bare-skeleton with a complete canonical human proof of Convergent bare skeleton. No convergence theorem for the bare inverse skeleton was found.
Inverse_Endpoint_All_Orders:thm:gevrey-transfer,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1114,thm:gevrey-transfer,theorem,Conditional Gevrey-one transfer,,A log-free resummation: the Wright-omega carrier / The inversion is not the source of divergence,no,ao:thm:gevrey-transfer,human-proved frontier result,,,Retained at ao:thm:gevrey-transfer with a complete canonical human proof of Conditional Gevrey-one transfer. No conditional Gevrey-one transfer theorem was found.
Inverse_Endpoint_All_Orders:thm:Cn,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1251,thm:Cn,theorem,Constrained-partition formula,,The forward saddle engine: constrained partition sums,yes,ao:thm:Cn,human-proved frontier result,,,"Retained at ao:thm:Cn with a complete canonical human proof of Constrained-partition formula. Generic exponential partitions exist, but not this constrained inverse formula."
Inverse_Endpoint_All_Orders:thm:K-decomposition,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1373,thm:K-decomposition,theorem,Exact quadratic--periodic--dyadic decomposition,,The exact \texorpdfstring{$2$}{2}-adic completion of the Laplace exponent / The decomposition and the dyadic Bose tail,yes,ao:thm:K-decomposition,Lean-proved,FabiusFunction.NegativeLaplace,Fabius.negativeLaplaceLog_exact_periodic_decomposition,Retained at ao:thm:K-decomposition. This is the exact quadratic-periodic-dyadic-tail decomposition up to notation. Exact source counterpart: FabiusFunction.NegativeLaplace.Fabius.negativeLaplaceLog_exact_periodic_decomposition.
Inverse_Endpoint_All_Orders:thm:B-2adic,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1398,thm:B-2adic,theorem,Exact $2$-adic coefficients,,The exact \texorpdfstring{$2$}{2}-adic completion of the Laplace exponent / The decomposition and the dyadic Bose tail,yes,ao:thm:B-2adic,human-proved frontier result,,,"Retained at ao:thm:B-2adic with a complete canonical human proof of Exact $2$-adic coefficients. The v2 coefficient seed and Dirichlet series are exact, not the assembled exponential B-series."
Inverse_Endpoint_All_Orders:thm:mellin-bridge,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1440,thm:mellin-bridge,theorem,Mellin bridge,,"The exact \texorpdfstring{$2$}{2}-adic completion of the Laplace exponent / One Mellin kernel, two asymptotic ends",yes,ao:thm:mellin-bridge,human-proved frontier result,,,Retained at ao:thm:mellin-bridge with a complete canonical human proof of Mellin bridge. The weighted Dirichlet factor is exact; the B-series Mellin integral and contour shift are not.
Inverse_Endpoint_All_Orders:cor:saddle-map,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1489,cor:saddle-map,corollary,Exact $2$-adic saddle map,,The exact \texorpdfstring{$2$}{2}-adic completion of the Laplace exponent / Exact saddle map and ultraflat jets,no,ao:cor:saddle-map,human-proved frontier result,,,"Retained at ao:cor:saddle-map with a complete canonical human proof of Exact $2$-adic saddle map. Tail regularity exists, but the regrouped 2-adic saddle map is not formalized."
Inverse_Endpoint_All_Orders:conj:gevrey,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1646,conj:gevrey,conjecture,Gevrey-one growth,,Conjectures and frontier directions,no,ao:conj:gevrey,conjecture,,,Retained at ao:conj:gevrey as the live conjecture Gevrey-one growth; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_Endpoint_All_Orders:conj:optimal-truncation,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1657,conj:optimal-truncation,conjecture,Optimal truncation,,Conjectures and frontier directions,no,ao:conj:optimal-truncation,conjecture,,,Retained at ao:conj:optimal-truncation as the live conjecture Optimal truncation; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_Endpoint_All_Orders:conj:strip-sharp,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1666,conj:strip-sharp,conjecture,Sharp strip inheritance,,Conjectures and frontier directions,no,ao:conj:strip-sharp,conjecture,,,Retained at ao:conj:strip-sharp as the live conjecture Sharp strip inheritance; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_Endpoint_All_Orders:conj:nonconstant-phase,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1673,conj:nonconstant-phase,conjecture,Nonconstant phase at every order,,Conjectures and frontier directions,no,ao:conj:nonconstant-phase,conjecture,,,Retained at ao:conj:nonconstant-phase as the live conjecture Nonconstant phase at every order; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_Endpoint_All_Orders:conj:transseries,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1686,conj:transseries,conjecture,Two-level exponentially improved transseries,,Conjectures and frontier directions,no,ao:conj:transseries,conjecture,,,Retained at ao:conj:transseries as the live conjecture Two-level exponentially improved transseries; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_Endpoint_All_Orders:conj:universal-class,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1702,conj:universal-class,conjecture,Universal diagonal inversion class,,Conjectures and frontier directions,no,ao:conj:universal-class,conjecture,,,Retained at ao:conj:universal-class as the live conjecture Universal diagonal inversion class; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_Fabius_Computability_Report:thm:main,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,254,thm:main,theorem,Computability of the inverse Fabius function,,Main result and proof architecture / The theorem in one statement,no,co:thm:main,Lean-proved,FabiusFunction.FabiusInverseComputable,Fabius.fabiusInv_isComputableRealFunction,"The principal declaration packages total sequential computability and effective uniform continuity. Fabius.effectiveInversionOn_Icc supplies the unit-interval realizer, while the existing Delta and logarithmic-modulus declarations supply the theorem's explicit bounds."
Inverse_Fabius_Computability_Report:def:sequential,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,466,def:sequential,definition,Sequential computability,,Computable-analysis definitions / Fast names and computable sequences,no,co:def:sequential,not applicable,,,Retained at co:def:sequential as the definition Sequential computability; proof status is not applicable.
Inverse_Fabius_Computability_Report:def:euc,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,479,def:euc,definition,Effective uniform continuity,,Computable-analysis definitions / The reciprocal uniform-continuity convention,no,co:def:euc,not applicable,,,Retained at co:def:euc as the definition Effective uniform continuity; proof status is not applicable.
Inverse_Fabius_Computability_Report:def:computable-function,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,502,def:computable-function,definition,Computable real function,,Computable-analysis definitions / The reciprocal uniform-continuity convention,no,co:def:computable-function,not applicable,,,Retained at co:def:computable-function as the definition Computable real function; proof status is not applicable.
Inverse_Fabius_Computability_Report:prop:finite-cdf,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,559,prop:finite-cdf,proposition,Finite Thue--Morse CDF,,"Probability, Fourier structure, and the forward function / Finite sums and their exact CDFs",yes,co:prop:finite-cdf,human-proved frontier result,,,Retained at co:prop:finite-cdf with a complete canonical human proof of Finite Thue--Morse CDF. Lean identifies the centered CDF with a spline; the displayed uncentered formula is not a direct declaration.
Inverse_Fabius_Computability_Report:lem:density-bound,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,613,lem:density-bound,lemma,Uniform density bound,,"Probability, Fourier structure, and the forward function / Centered finite splines and a uniform certificate",yes,co:lem:density-bound,human-proved frontier result,,,Retained at co:lem:density-bound with a complete canonical human proof of Uniform density bound. No standalone finite-prefix density bound was found.
Inverse_Fabius_Computability_Report:thm:centered-error,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,625,thm:centered-error,theorem,Certified centered approximation,,"Probability, Fourier structure, and the forward function / Centered finite splines and a uniform certificate",yes,co:thm:centered-error,Lean-proved,FabiusFunction.FabiusComputability,Fabius.abs_uniformCenteredPartialCDF_sub_fabiusReal_le,Retained at co:thm:centered-error. This is the certified uniform centered-prefix error bound. Exact source counterpart: FabiusFunction.FabiusComputability.Fabius.abs_uniformCenteredPartialCDF_sub_fabiusReal_le.
Inverse_Fabius_Computability_Report:cor:F-computable,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,648,cor:F-computable,corollary,Self-contained computability of $F$,,"Probability, Fourier structure, and the forward function / Centered finite splines and a uniform certificate",yes,co:cor:F-computable,Lean-proved,FabiusFunction.FabiusComputableSpline,Fabius.fabiusReal_isComputableRealFunction,Retained at co:cor:F-computable. This packages sequential evaluation and effective uniform continuity of the forward Fabius function. Exact source counterpart: FabiusFunction.FabiusComputableSpline.Fabius.fabiusReal_isComputableRealFunction.
Inverse_Fabius_Computability_Report:lem:box-event,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,680,lem:box-event,lemma,Dyadic endpoint box event,,"Effective positivity, strict increase, and the density shape / A closed positive lower bound at dyadic points",yes,co:lem:box-event,human-proved frontier result,,,"Retained at co:lem:box-event with a complete canonical human proof of Dyadic endpoint box event. Lean proves the numerical endpoint lower bound, not the probability event and containment."
Inverse_Fabius_Computability_Report:prop:strict-increase,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,790,prop:strict-increase,proposition,Strict increase,,"Effective positivity, strict increase, and the density shape / Strict monotonicity from the random series",yes,co:prop:strict-increase,Lean-proved,FabiusFunction.Monotonicity,Fabius.strictMonoOn_fabiusReal,Retained at co:prop:strict-increase. This directly proves strict monotonicity on the active interval. Exact source counterpart: FabiusFunction.Monotonicity.Fabius.strictMonoOn_fabiusReal.
Inverse_Fabius_Computability_Report:prop:density-shape,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,827,prop:density-shape,proposition,Shape of the Fabius density,,"Effective positivity, strict increase, and the density shape / Symmetric strict unimodality",yes,co:prop:density-shape,Lean-proved,FabiusFunction.Convexity,Fabius.strictMonoOn_deriv_fabiusReal_Icc,Retained at co:prop:density-shape. The exact family is Fabius.strictMonoOn_deriv_fabiusReal_Icc and Fabius.strictAntiOn_deriv_fabiusReal_Icc in FabiusFunction.Convexity together with Fabius.deriv_fabiusReal_one_sub in FabiusFunction.Differential; these give symmetry and both strict branches.
Inverse_Fabius_Computability_Report:thm:least-mass,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,881,thm:least-mass,theorem,Strict interval-mass shape and exact minimizers,,The least-mass interval and the exact inverse modulus / Intervals of a prescribed geometric length,yes,co:thm:least-mass,Lean-proved,FabiusFunction.InverseModulus,Fabius.fabiusIntervalMass_eq_fabiusReal_iff,Retained at co:thm:least-mass. The exact family is Fabius.fabiusIntervalMass_reflect; Fabius.fabiusIntervalMass_eq_zero_of_add_nonpos; Fabius.fabiusIntervalMass_eq_zero_of_one_le; Fabius.strictMonoOn_fabiusIntervalMass_firstHalf; Fabius.strictAntiOn_fabiusIntervalMass_secondHalf; Fabius.fabiusReal_sub_le_sub; Fabius.fabiusIntervalMass_eq_fabiusReal_iff; and Fabius.fabiusReal_sub_eq_sub_iff.
Inverse_Fabius_Computability_Report:cor:global-increment-shape,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,951,cor:global-increment-shape,corollary,Global increment shape and constrained superadditivity,,The least-mass interval and the exact inverse modulus / Intervals of a prescribed geometric length,yes,co:cor:global-increment-shape,Lean-proved,FabiusFunction.InverseModulus,Fabius.fabiusReal_add_le,Retained at co:cor:global-increment-shape. The exact family is Fabius.monotoneOn_fabiusIntervalMass_firstHalf and Fabius.antitoneOn_fabiusIntervalMass_secondHalf for the two global shape clauses; Fabius.fabiusReal_add_le for constrained superadditivity; and Fabius.fabiusReal_add_eq_iff for its complete equality locus.
Inverse_Fabius_Computability_Report:thm:exact-inverse-modulus,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1012,thm:exact-inverse-modulus,theorem,Exact modulus of the inverse,,The least-mass interval and the exact inverse modulus / The inverse's modulus is the inverse itself,yes,co:thm:exact-inverse-modulus,Lean-proved,FabiusFunction.InverseModulus,Fabius.sSup_abs_fabiusInv_sub_eq,Retained at co:thm:exact-inverse-modulus. The exact family is Fabius.sSup_abs_fabiusInv_sub_Icc_eq and Fabius.sSup_abs_fabiusInv_sub_eq for the two suprema; Fabius.fabiusInv_min_one for saturation; Fabius.abs_fabiusInv_sub_le for the global pointwise bound; Fabius.fabiusInv_sub_le_sub and Fabius.fabiusInv_add_le for the order-free gap and subadditivity laws; and Fabius.fabiusInv_sub_eq_sub_iff_of_mem_Icc and Fabius.abs_fabiusInv_sub_eq_iff_of_mem_Icc for the equality loci.
Inverse_Fabius_Computability_Report:cor:effective-injectivity,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1116,cor:effective-injectivity,corollary,Effective-injectivity form,,The least-mass interval and the exact inverse modulus / The inverse's modulus is the inverse itself,yes,co:cor:effective-injectivity,Lean-proved,FabiusFunction.InverseModulus,Fabius.abs_fabiusInv_sub_lt_of_abs_sub_lt_fabiusReal,Retained at co:cor:effective-injectivity. The exact family is Fabius.abs_fabiusInv_sub_lt_of_abs_sub_lt_fabiusReal; Fabius.abs_fabiusInv_sub_le_of_abs_sub_le_fabiusReal; and Fabius.fabiusReal_le_abs_sub_of_le_abs_fabiusInv_sub. The totalized declarations specialize immediately to unit-interval inputs.
Inverse_Fabius_Computability_Report:thm:exact-strict-threshold,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1148,thm:exact-strict-threshold,theorem,Exact strict threshold,,The least-mass interval and the exact inverse modulus / The inverse's modulus is the inverse itself,yes,co:thm:exact-strict-threshold,Lean-proved,FabiusFunction.InverseModulus,Fabius.forall_abs_fabiusInv_sub_lt_iff,Retained at co:thm:exact-strict-threshold. This is the exact universal strict-threshold equivalence. Exact source counterpart: FabiusFunction.InverseModulus.Fabius.forall_abs_fabiusInv_sub_lt_iff.
Inverse_Fabius_Computability_Report:thm:closed-dyadic-modulus,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1188,thm:closed-dyadic-modulus,theorem,Closed dyadic modulus,,Effective uniform continuity / A closed primitive-recursive modulus,yes,co:thm:closed-dyadic-modulus,Lean-proved,FabiusFunction.FabiusInverseEffectiveContinuity,Fabius.abs_fabiusInv_sub_lt_inverse_two_pow_of_lt_deltaDenominator,Retained at co:thm:closed-dyadic-modulus. Fabius.abs_fabiusInv_sub_lt_inverse_two_pow_of_lt_deltaDenominator is the exact strict theorem; Fabius.abs_fabiusInv_sub_le_inverse_two_pow_of_le_deltaDenominator is the explicitly documented closed-boundary strengthening.
Inverse_Fabius_Computability_Report:thm:reciprocal-modulus,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1233,thm:reciprocal-modulus,theorem,Reciprocal modulus required by the definition,,Effective uniform continuity / A closed primitive-recursive modulus,yes,co:thm:reciprocal-modulus,Lean-proved,FabiusFunction.FabiusInverseLogarithmicModulus,Fabius.fabiusInv_effectivelyUniformContinuous_logarithmicDelta,Retained at co:thm:reciprocal-modulus. This packages the report-exact logarithmic-order Delta denominator. Exact source counterpart: FabiusFunction.FabiusInverseLogarithmicModulus.Fabius.fabiusInv_effectivelyUniformContinuous_logarithmicDelta.
Inverse_Fabius_Computability_Report:prop:exact-dyadic-modulus,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1304,prop:exact-dyadic-modulus,proposition,Repository-native exact-dyadic modulus,,Effective uniform continuity / The exact-dyadic repository modulus,yes,co:prop:exact-dyadic-modulus,human-proved frontier result,,,"Retained at co:prop:exact-dyadic-modulus with a complete canonical human proof of Repository-native exact-dyadic modulus. Exact dyadic values are computable, but this ceiling-defined least denominator is not packaged."
Inverse_Fabius_Computability_Report:def:mu,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1389,def:mu,definition,Optimal binary modulus index,,Effective uniform continuity / Binary conditioning is quadratic,no,co:def:mu,not applicable,,,Retained at co:def:mu as the definition Optimal binary modulus index; proof status is not applicable.
Inverse_Fabius_Computability_Report:lem:flatness-upper,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1407,lem:flatness-upper,lemma,Elementary flatness upper bound,,Effective uniform continuity / Binary conditioning is quadratic,yes,co:lem:flatness-upper,Lean-proved,FabiusFunction.SharpFlatness,Fabius.fabiusReal_le_two_pow_div_factorial_mul_pow,Retained at co:lem:flatness-upper. This directly proves the factorial endpoint-flatness bound. Exact source counterpart: FabiusFunction.SharpFlatness.Fabius.fabiusReal_le_two_pow_div_factorial_mul_pow.
Inverse_Fabius_Computability_Report:thm:mu-asymptotic,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1437,thm:mu-asymptotic,theorem,Asymptotically sharp input-bit requirement,,Effective uniform continuity / Binary conditioning is quadratic,yes,co:thm:mu-asymptotic,human-proved frontier result,,,Retained at co:thm:mu-asymptotic with a complete canonical human proof of Asymptotically sharp input-bit requirement. No exact Lean asymptotic for the optimal discrete modulus was found.
Inverse_Fabius_Computability_Report:cor:d-growth,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1477,cor:d-growth,corollary,Growth of the reciprocal modulus,,Effective uniform continuity / Binary conditioning is quadratic,yes,co:cor:d-growth,human-proved frontier result,,,Retained at co:cor:d-growth with a complete canonical human proof of Growth of the reciprocal modulus. No exact Lean growth theorem for the reciprocal modulus was found.
Inverse_Fabius_Computability_Report:alg:tolerant-bisection,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1524,alg:tolerant-bisection,algorithm,Tolerant certified bisection,,Sequential computability by tolerant bisection / The algorithm on a computable sequence,no,co:alg:tolerant-bisection,not applicable,,,"Retained at co:alg:tolerant-bisection as the algorithm specification Tolerant certified bisection; proof status belongs to separate correctness results, not this row."
Inverse_Fabius_Computability_Report:lem:difference-certificate,Inverse_Fabius_Computability_Report,inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1563,lem:difference-certificate,lemma,Difference certificate,,Sequential computability by tolerant bisection / Correctness of every branch,yes,co:lem:difference-certificate,Lean-proved,FabiusFunction.EffectiveMonotoneInverse,Fabius.tolerantDifference_error,The exact arithmetic certificate combines forward and target errors of delta/8 into a difference error of delta/4.
