n,a_n
713,56985122195888790278121030074288171059892815754400591861984614360956887681168827197580880746746019808283702591718415201072207276425661327310032090030288573281693807706219798457473083391782024917096859030179347148557323753393689762239481634776485533720703868126523862359274329747003195120694210825439990748389323530903120102475934542457865576585262939682811075907019724989485524677922166789558818124453608454449295902407382961114931770790608682980488097140414119094895933121109697465993922456944
714,282304484380342189251219921605519666931116316183514912566780654732337956161385089963243851412071362272628792500066404125551316358054331587439645735034014832450202688174887752264743514711183582860008725829043310905019038617666072885137543170913374594346112016059317022551347449170297710985894061443676631212718317033061209681028610822927152972997919706908693984084235674891576915520191772923004817408847622710087081425848459169639214154677392596291824360870727896679365256335218553292893464521040
715,1398538722627832353755784763834401725384422481631156005472119290051473903643737039915533164775050523618063992905039310288776732230688633109606403403356149173655697530231773545575556549721473560744524849126380558666087098948403615338689704380064564329374235433145621073096388124593817766796585040742513439241202918156630585346331748811989697516720153024589386594171532345107471961164886574657611360850940865992324890673297607431647381366249677060511922298984596314607883243421896092961531143637876
716,6928379031793586042259706065077745380537560912953273061898178561721641271602582285363288223983066026313735718609958394113648049319551912554177102242086407845889586781162924606477091530397862752041191899583330514431743788464143893850712738345377921128372347180602554336949712549334574529454172546426786195300613590556827722901198093974358892542439651697814350329254301098507078063856276585310370107780776893010311428341170947871295157420458923386677660450958653240086385219366620219021652508105428
717,34323313335888911993107685440673204865889266745746790942849308042169999814427653102435462006756909074573505279989020788252271842400938861741507488194395563689443283529372559287525352067220105794624496035729466084561855163559558626397211414205882023126041584960106893944194400988282788033424930685157466632554204400180535920178528303338322503229050003218834786064346401143395796148452929993836805839027057809689861631100620171993824827285348666131540740562852054485452549777278056116837695258200880
718,170038471893604181345723108265517772921999300405189640359263002565817068988601413373789544721970766107140519398018158374597661899172608470440454473790128199647522511873511252439869545122497077916542512005596534784468324803962647082295978386035860683887377438294319005915658220619020001675719462952683586830695276397376982259616216935946792840622404377586520557874704444848817019288880587870103719833013543855939951841326329997538090177025334367387985548951942945885110506882569325528497659349137976
719,842375258519162918994834638681910199118892336017544127835228700822386319638015540714660818519850630160924290833571658576699677251881117198718636969422784094609160535102539118286517338361134870628011600007247252427722119681991965077796976983310635620386565461934547348071854169748853110180534277543781711385572633640604699207714830767744270703337787031987401128234813163374692823550613608461687867522693453661247613880390340495541835286719640408606179077062804726875424135315849940252307477535822000
720,4173154192963148971294279071059589392599581042150545565490927238249847644698892060422970494978792312896723169269601962321387625776792936777215764904350647482815106136595372294089545438466890784125503412108576444396715812609208234255019931785286269182310518545260557101252732823866536833254104451765702212038240657982799246243276963153836279146268310117747148923939223158249253160412105930210820263554298392147968758954196075514152418864956153246287170946359020634192461035353603496096402876841443100
721,20673960359346999491124215929847923825781193712937222268384811626362085136259154568496416677482187094487352734636867769621099022098878362012585794698637673646916919262586330611267867490769417826017780091770261119359428296860008383268735312295425192741241688535631240895884146408025996906341977613957701771406630607296836189669156273196958395594806043934596017475825376722803123112662300541128987922306697254459920905307365667462958799275376521359406334870927334723678932166065499888280685703898270800
722,102419663390822967471918546885643760318040296628280817163625539902219892222442182822190107465330904609632448433214808375493485547695369037714020940130212727187131760814821235368757024889060157716757649968920915979292406947513407253268811377539187526514602741888681483700864648148122308649446914988204289809220705092431345395084619000545882711513471165211779892462516369515292654785242010357599645747304096105191060499486294374880381516069714284729361684494564189920571732480186155749813874189727506000
723,507391777892511198877582099021833187887289978973380382461207047086043596451565462350730622095597536843186349967180262447469182415722322428653924581191668646896470624959004824747744972062968908202451063788196128796978006753432723130444388001599911169569498096226475708366122317550523294519243590523111109429956462436000345035729541009341733800539944114927685037745839298330930021456901698482970087000755643087391224113956090673468580183525848454716152817343024521708542249095628912441500493577812558800
724,2513644878453481843949297735316210070709771587025997843805143651138610058324836434148967072917154243655967590097862656104054806620291451653372627091886337317513049481798118408026253156323312071290609381531804388547563914943448449736899095923492743003285697816402437239387177945714400592414988518013244586274155595446191636010085918371194505203640926282300836976260945239591007323899025963061798252988223184798177784410165130587387131768038314147013153805109708924043793597115683372757498236159723718000
725,12452737455799280317081321225934358139107621616343528354662558965276805015393348290793467418878471454373200074487594854639640059336035783903829319995402389431223016478448933548269428428056918731715928756336750328183514760437213687664614208803672081891950457693157497940096354207259031887254163799944800126739015233025875705160224730715314825701006863221839046587423822783083522616351223470168433814818318340206452336380193182327264172436004212612818776506257239940629517245863178314376534541536144721560
726,61691617168992420117616381702069690797970508326558774528352195103352268637267023604911131715975671010506406143952438720514512433174353895642563477763010846837223367512562300164922941361681451458629652739476468853068263372783096544962927764646583398245424904154560935820169468200903923196824731066723413515198871376392022719364466671346072155674443608846010271997058103487029848861929406240647438040980756812133450209031912811773796530178583649488361464873872091324740419496907444562460513351620162687170
727,305624305499835690763827584795148828043279585142528877591415469340513212390919059111792674458024166316738048094268275656951819939842654718723139685332538677392847867270116970741704575355226667815344507150510853973535161187868638799444095513630335229932758886727616241575504077094326051143055967923294329814014145186111296345403416554965568209438549679241289232288307038641689430416508949790483861020111109892697219418578993227441601500368784672348500765080630734285599795915024724866918513112092347071100
728,1514084225623921389053154558380064234705199693073393843281289497682031649117174681485951219398496487092442459983949492692035220258047930630743898341351643653900640803732032169729609647482913335354343441743005275930975938976437006561408221323615946100990243217792932270630349457421237504481345382186890513265040783911996730653712830933328452528448962294102446860945721153231491231040804764284470783236325026488337395917361084477679711285826212273647574631222982720551366465216565037176814984912473201481250
729,7500886422080405867887865575557656309125299047092639790878855741016116952322719776809535450984584711399936441557027634990389192149592022849556981602208984950716217600356918556850344154063545830816397566840451634956527441648987603096388784373566371630155559456940991150430965073866941074152243036031122783825074496849188411503841275014068935888846076100600390646058074422470845375355841912292603472834623166369325974090677764907335747632501406872079209811216159975641914648826833794593595483536832626041400
730,37159986914157747496532061797323928629799476002165216100481405355293494686115913177626024787665960420729315686808198816113887923112518004971180006168429991793584039698188022350327601566483025417004014052412007718110181436789529803013880123558668296743418680713442526787424498880233960117476120023093999596147610312084254565097234801368042478826937778782367232283636777507386466477359094315359602904435520062048196323105567031808353868109994912563457045826627922473712886835037159524525144666185292509583720
731,184093698315316409485192224558019523220080397729548054349338700592219205529196098585348441143990866688810288857361299422459232772703757190138955848877751680850482975733280938647204752987935330744618406367530628153918347148707979189011274948703664185856977337209734557810377647846584112133942181801077743373266097999582952563626461529506706766298068787960994359669556344104112820351149126018245599258349096725814578114317070846559159078934470965040422344203105549717316768434853660895487529665844175038801580
732,912016506484234457176776773614862844211527248255283061003409289158294033924526421501797348769490957819613694087854146544550842857611745056133570797546725153461336127007679714680758469020637216598890973056613991561711658721742035887757586198653345783386707126002035037621118985061218751281904866803552722113893318729884364461288095456629228612804460193606580329510505715888466008630206722356184033805609562008927174522737134728675874690459942454772740284283999284695005021898021160608591581014185744000867100
733,4518214861691164903363842775965545022133335555910686919439195041140650455674971776437947553380106441764150693769430784786650742956207452121311152562350517038534306029847878251397855949667785590903046919127218795307007506219547737258231845982821972226485304825089389713420867979407592303431394226383478083671051955308996762756587766223291622948158286245016333116144061518520536144633062354260042121754887980790609990388108093556370585441539606267451692109383714525708400692926423869216067054709585972055802320
734,22383678775860953425297433053936877445905361977129441239028636617837701103265833977585265343337650482481841611373788639255713208527555338334307246050361534216456509066727447736026530424076411467384025333320383540129723636931454683571693408568532397136058442252531639331156536247915760674038455389998779104595272283581902743572939235427168720941598302850159373478601782702246437336678317371570444616121534238681308055622927337373565052493929078154680542436680567089536876874219720182170858457320348624517579800
735,110891038941676796455318259018104758668380509336302770379850523185632958477152827065447508157748244987141272184529658898259031886076705366217724423195457745927551041489142668894357873817977848081034472779491564191826769523622661989746969009827682434874848864488930234040673242667119631741443530413170800006774071977120015186570576215979443774344579847454018313065830271529747357739968360035617041380841785884788723675162238814175274985514698128383252438960189112260048429023700133678428172797525896250645031600
736,549366081119567838931317904014546998344350355468162819843489358137238501471002068413572134949573468989166046639893401032152672095393701345023771509660789039057238589235605998960993745687772998680576802239845962720398380433583279487315108238201355498058559891181668431302571924632923016151366151701526343780498223615216660669091366225641055212793069889535975036743434511124017086620661425784473019748815858708311718202924950143106393708133569165542862421301787073007484546982850285628661712252467874539574891210
737,2721620902160700246602861264652247040248277865770427009233511087531429299762929890053028357580508900093809873317710846239734547899524303722106466089017872841861945231021490401430552990703231676620260398054581784067700758679677580779579530285381642959830731986586444628049931154286026713796532060748617728612351339861500685241817997014539726923380906135560423380910281594834513251654807149419183491695455594042820446044782621649895919914671641860064168512917161269227902819025577836437368958341644738891408985400
738,13483226218382555583220907300582187839929541561135001313496400620556167482891345941158805134959513420972559276996454331423567441600061576237669150622610204995993655928659435914994439862708154894928884707800501108602925375138276260248335466488021055543331506590481503861064524000704658915333179142994326762508479909091049906590141175201090568331966959513905210428106833188327881256070810740179184557861228414595716414365472073423794604478231971080911267495228380500784309890658613376790360362046982523079288430040
739,66797530795435351990543415205735649750342093989399632542543641746671655053068237705914893219353564957647315080382848784841418704642908726238476804593612215493154382344071290283332463842936815959486026824938366803018098005382645210716784309729932779193878715050371903428157315841365326427917047519956755072940294353396421215820339512331463355858849390531941056231039457179082713216592652145185363191059525070236834003452879211899136673725990177310593367198949219283126142197828843875425612047398252176470262867400
740,330923336159280210858863115145770290387883643364515379965961310154027980510027794417044809948078687579512051731959480664983410329813515804893094759557768019655081920006802676052593376662060298590379865344703805058296483527134144966546512050407882101912136816630186241557700750376309313203651267375868127412352255705193924233033289127008663649537233937587609563385489146515797269720194663168505892869562503175665598042623124005640444071506456275810435759398132500419997560172205963936642905757178024057566211765560
741,1639437162219473450267897589612153510255748849618360630111161432541752142026234404901860964738304195697214797041408036669402766343304148482264211081922722741273023930668820029038773446949899779528122526081892534239651636776604212815926958738166922053760587365069808869853496578667114247679966972291730629427945389274549009426857700677300000613958642607422153020789433615512044474250951058882729117421189497531183175730614332116420610325086399243945810793484952832940971689819654813802719203208081934974206093908480
742,8121991896132374801567366734853948667830405554053830871130050460165026299980539966354802061360342209689255716174561619355851048107496232911840456329217993656821379298019163493122708117132335402305791421008757226149163730525675011304078389267319928204735408428919985310064359457467393695022733231197648689840157478310287552078185718276961025031974253086618288358160155945535610288382702322107631783907844260303153615002423825609488744496019412190002184668762358803741158273109049829474216553380643981340243545947800
743,40237475241106676890865917646101437274662602925932971513104765939554297648320372612863922875076130700509216673089852077030093479314520891313184683084994267716488064800891922826255156379953727092727327304752734060176048595424382677555907723682488124843545771321768297552866087121089324553950328483504344938836845924413301045808552157135255056690215690461910924863638745936378017809060665501040629681813685700691052558827876590227192558761766644786783317280615099101222516931476127753130440715083093114736117450297360
744,199342217991334657345960215805392923782875934980075274138369380357505591483805249196432960731058644081724174487947099555646825658421736034731030612104456372948734048917046961216494494455068120429889921205069888991960940642544446139609233824569156920640843027413147619717827981813352426372456672863825261822116433187397234788611969063691034997621398052525356651885064009793428354591015218289476336161012625589486467634764353341355587443976113411175739796056080099606353742732089207586572163056158939752814382982453000
745,987570803157016832443501465809432080982617400925204347572249955505153719656610463580889639315043596128217606174014827291220583903039471195043607191618358926229332566681509876574510735219379741983527458209418221913393996147433314643768993104432924892233528208214706849482927354095790568661599165372633784411086691818416986057453599512002487995127955043827937952928414210152223357090972443089008991959316875091744228731802224207211473723206266754239484127102872836830098719805099510953293786052405044174609443132376800
746,4892576088615925035069392242734839502820292028167060983102210235465061021536366619970488594947666836559774457904246449296686381313535149257578365566970982671235827672301779980134511649115932611319896445142811308693609858532919190600365171096513186965282757649285160907358439325264883431961533884426432147081789468456074621444786141204701067609420027302505154964191938454510529161382714110849264066003109084950823245904960453192207767935347094120850448049926405698648787902458314716291875297560330678876906575293813600
747,24238588460379861542987717646566073002388586351721677346514414687696826285417831082944705735932070443874505433730009278571679207135378936811304408869971876369392062968329066774458450720078544467276153977703829695438506198982536900852468535767279409207032041409144056324021457098982033890617370377042043579795565769043212313795063039076137987877097022056505350292504506055519839482706082948250510821868545720915165191062714605234694029639741631438008693745896430559204824400527655045755761764067163234877431897293960500
748,120081872197980070563127907997972464825689457139324837759970898236554776025879577686181785021624142115848065334832323832753750993402366010295908473390674061852840704979257441700255568376672687092819876199947648063818249556868219411789081993323886306705925584078293917669279260197959011264823703205453136560910190103113163825300373605112857834888413053605490491922785491510168663678570455061050405891767923204301480834925384325429684330437222737061818497410713812583233694174766834389007246462512518805322636429548989300
749,594905471935434952682399828331659190279456965689499773549452342557160863669586419567237753305431842625550615791947168149566020487962051334603177127906813427964136994998086201523889201528599866670436748571492437089586626107261655458776899873096874568330004248835142661166330127192345679543291496889504948326813064785468993302197503731487702133708575140683120517438454956403804038874678965224822969849519211219699190085642954530830117443959285528994241430962110387238388995211237767760797885658635752058550668587028734000
750,2947262807077656734865942445810838278213628592266439726676327826110276072069112033899251124497141895980501155058087138485776184830940507237782917591164183025657541337499757410579762390050368445569227795163245601338096805431888161202745706293151591404042905939658844727608386454338626305959741878126416706377971759027473795554393298882330254974675310829347227033245994466954857749611671421248085920049384008882948612310912063582962445031637392179630123738458641021237297881944366145606047139292328915624170741574392714840
751,14601253777662237393939755256936678052772576253027700051406851250495828376650487814151950037275075297239030649211604770817008874416559973089559136320523296770903108850164110943045237015801335307124058294086621131455971383019095300832595910227887779038880676279245317272142044055279361596590970332943189945764555450781320457058804206606297486736317731443494711810253595328480578926531247579078165311726987108168503679933447465265085043017000204065043013728656975219146468401131164786543799518926731226838108269858073070704
752,72337220905825356432120734474571220967975481128827650253437175164659190334508512085960056902265195840453577163733999968742568796034887304799319552153933448951269732773870822422696011711647182441049643556367743989258138236520781642722102434211275325597975973540203572124893808470985122026144657980361708980484297581616339300823879044789852416587655182470517215273936117203637742538779938808047967934869022843735718354670106141239984738291264565559608667941357870458867900038395908442475461614306903953471174023248463504420
753,358371837869832448142921477196124045202255561118950263738426993868197445802345257995229785553139528888043605025903421681746198410985898606465423281836862356619805042645339191957204707292301865252080443283402073410059412984525962257247993362461052263163690725885303963759593430580703029911836119558513913926731925886495848289582619370940195494983752961430756080204764563811590477156195920477522743986879709546662595201314262017134827674080038711571893284139690140951135454353291294615667901794092066770218336687609839653808
754,1775441269910381785049530161875132901590416728249090719594519074459001562688164118423251538855558069228002758437174791842394455728626060012086676356873587575383957261324859811454666869153277554253107033233312451225479012027797465218897982407837597649180198004080867180778166949584213592803483254026050099244840836803566878383697982908020850987622210144606358546569296260605556952072363847214976793161121882118269334856416374670886143883741336007681617912348388826940015799104920675325281116161510517744441725766266965184560
755,8795876628825965017686859269383142486297235408614689964025056709836121415291921622962980311811857988056300043276091708863700750406262807075649745378223331327512941655824962898299608699594666312346814135666873135065713541015734514944390661271374194553271963168110111492127136353378469088633244648169964599053686558353870252219165295691041583960157420652189202677770100868224968792416583077680438949148666245634786295127402448364642007299958040600785956119425126467615937343735450919506735543385592652266888651817885287147504
756,43576498301466750951730812823665771392087753725993224156251828887013486578049518124099151601341504110464468810133458460209717676450924692867374712305009025746046771013737112102459789338793757075142938665990844174691457878326858383140033750810186957169255683241054084696140246396599634570063773444889801444117143043842443990447726835021460809665493879161943134107499602393527493490694508552177203730332222843413406154582248271962267819571141565998555172119899759892547254047254093802188143265695391404575997946257950907639888
757,215886709688962130659580651036072652913946737625341843916030797949451593321883943415563890004863558669677472026944952683195839419629700788584570811157289313429476444988469837451547098790442097000623789666262042526320539480011565529126680572887129751599722316725249148830486307068144066652141248461142072117257651554571149386516649961593611329057548607694681456573644138749362040400171122441134057117889629513757835128573762456197294166140127759417712061908058077327563779770883521047569034554161932922375165113628644760107040
758,1069546977680585378106824344170422900461372566986010947825167460824898646615301378953117152567146279461658613295553842740788130348280612562788912281166703216670926689336147239439926858419919835922288822276441645921715728072687672957100927438412159422579630091564855391144589795108826662660587298719039927639656119459964793537180549485913680919111747175165627499517531570149434812202342887350627844218289841054930769703169311174644156152951065531137153234547996075466470128688438183723135230525101480209768979648710343264187048
759,5298759399587863879331473753013458511979491860002883367783391681408060128272539246529602456152674055556007038458606230731370743672731758642335595154835093604460115541856041402382307380800346468423839032819505625207399735208734564478506458671673071356046250863941629098934576219222433544842053333147445148941056294780028895672076544037880778415263918197992654236890049059931869923057345446984744198293776199814053651642477288782714912213099725764069385164055740016164570176553263162045265944463028038274144740520517926732995120
760,26251184951728450665873865307028244861211177181971310261805060050979440908397601821888509544587548402055515589561095860957358672210083591057108982965779592356871638131896181787257338490740878791878155386951738043275750345289411719071635034461731241288650065457776639748636177034570639692655725699511263047589925880982882570437280150889611151009345758713438834214828824125094058012969928108670027384470734217802514891694014909520868040775605402326983086340762847646855006226538771961510286758022146055361490518041187879099792520
761,130054085401044789874540231356204986543735352762756495829136182759797336970503025648633564718011319710003180073999820230687416596322762230359826785483997020435684584584483756915066787220179498991623108878275325472201253119814784678861681098498947187812175995427255965709336919294370744219326153846247401517394544588315037416879335085916585465047444937118935586328432749981279449595439131374376411194590825478718458264390780040224464491064891176162871967513871413234169659274140879074616846817876678883117099033624050295406174944
762,644316809055467624005906666959422597339270198627385128272976997193658124070353751818016766541887470916110189982704225787685700684235837674484310097762880021995641526476120535203149494770719227099719743620575566205124146330841820297292038983043323751339922604295923920718807498316410937537141115473963158598687415117216494268923644107074209101829782981862176940885757875436643535074372613531504107005106022242953656542278562039938915245045438544527101839540404369433806376138896657000609611826909976330064547595476478462762278560
763,3192091247080548033506774221671750740620135637238713040802958178184483868911893084005318921175506788855877942876653937678074881738001360848217726273709059914602100913008959068432159481254399410375620107631643306807690050939565352168641497174196888862005496082940884285812543930110885030821517591961315860458760643782826371999377059287748363320740324498023077570579149888527384305216530120953718754272655040540820686529717270074035502285864799754243571556871194693480636501520430241726777266641741292575761814559347049380411262032
764,15814355812799356443813171708486264049407422868092888288103152326150058708834109621738860690318185126217848973868833887184301587160501827134284222226841588994225294790948733183871184766167228268111208873323241579353979371025656034414943149428414827539415739225274150391037667143831425718302951039116525607756373946231133702306603768240589184796667026495698315398186127606275198002493148723477223169802445898359831768611011395605911758956062760394795419077232053972278291640574095800776695234633160043046999665541381277752683887120
765,78348030959057900522146722261104291676259273862508552551207116195727312968326247454822206660902566638608087182877953618896380811304110699083254149978314412292907236954181121577841435714861807589006716997824855668908844845245658596527642292166511138794169911132719073466283304607953136750923233077856482967628702474413619082195488349583694863387287508059975453077222065432345377680724181317382324494789722621729255659105141593583280270250843976029976110864199255541032118148310987054321580916476153353111393434912556419691104521408
766,388154868177471551330925895859951106581264029592009035858217176595720574840581575162190084540942147256392451531843712963954834259131726541717656806334165379060109936312296126490586377452335113903218259483027596657205728986377597677656912174771560961642357889704816754074860275761576106964333350007233819809776527125970934972759253002614542005576661894724081048581469664277608198160383625742083859316751207124530360821158015984653924557697746799101557548009990992014197219926646982792387756019128752935836131299068087925337410624544
767,1923013611695861465024868447925066842148115412377573922421664296807577132564197908330866330346298017351787571358332088086042138403280438512343329252801881227365020744331153345473241886850143186352899432660601077131009995400946180276353774943791252881132188753908840329564002825283621952133008779963838761430851531432348537324265446438352773114028464921320701209983746532410760778582171058603874165550556027955374866455240918084645817439522648529507596431391342644210778452259915334041972927684702076741330602628612245907758861003840
768,9527085178250720725861982785194816431439616653311372735912854163579997397864502075828989815968091718824400389912313202089763139300724301200883887057109489237173165869063899104691359789793382617922691990145489668565527338347747560330165800816629709345899872227642172154564259740654230795798898735145840638337817349856206008071057734300984073928215526836187195625326392492368120023322055442012214073436941534809114112247305604265839227658416820232472599974702909712336270103702198262301669493167125844328362027542855212619470046698643
769,47199576918475276044818959467130145552865816550723361387544989332520550533961888008306699586303805537063407421277646724410820009549241187252852793064348655147633184907356268671031397596685888269364718909134934666725819149959896429912929630225212771111444105222625052527705471839649688733135585481222232728019290688873701941977605066550549106302992572062847549372644496394714291319408098201361560305658866194045523665692142546094960270536822518942626236720997181591911861093600907493402352672976406960526012438622490631907857883349700
770,233838776693621065866981279232370242620800198042180090333783939069379061648829496690413019841583034666285418678714646789525001600214364142829436532619355588715819664793776016836262227230930427512495909714959977336591648014470770683153696628929299693482484829984620998595697956406927641114328044634052723973076718771941541137677747819807105439398843202717128732238733784948149619460309254946244895395938635750872066789297985368334729554114614317416457169266728461461480945445515545527745930005037779892261067793045925652933041946587860
771,1158498086951704195676633893407052488472862364304475446844372313988426238478429609294157902684636182962903749089568155445665524818717700265468769872458257738872671105668821595102180996749451394361719411225172893808798187657329216012041008205150336466195539291980871554072491645312922668048127776574123593927809650542357890506278316674673040516573176631466343760884452081155630531471169071577212532735255433106010829015240306785752671186580779653319594857455428692761254600906119966360842945013047671072659085524449342473189112917293580
772,5739505502559714658897447691745037979970992497926458800500999678749492250159170108428246950702424754227803675706606674198342225821110776506996887620345447465813111373017143559546305517917619309791800733163945474880971798464981944918014212688558195445791700847251260776826949971796869375407829194378034550031236390133994015372272267476567841569109745108236688258746304450177867595198945041984307564347813010040520096456685137957245640198949748111216939141719159602480775902379763268581666917602210804592180809824544084420208233813374100
773,28435050002724249199771862265539052953717394702815194819794845115750610670996831892929969945598073947027690553569494027890376600082629686567772241842787603200840905060483909042809490664612845321537802062598891457916115828268257800442315825879642405953423866789564365729176368755929953297983911546309671934511001842842833739098805524525118188783622959110633741416755531534277254530384163736151763242426859175894649383987409137070709093453140098609087531310204285996558875985999785468985963739547818057583069381407911232499292524701754080
774,140874983809749038069926059058898845813399337699427286489512613438897387255574466033102533489903807391648580004040897628950483343400174375153487160056654652973406868971929157198218606567100467674990230395836353108376709013903413602793957266308606472636090362356529951551427973071722268999615148694892365558073331777498315513745065169699928057192223966649944301213079722119124884848974460989777642973359556459276281093458544987789538269764283215033357650811046716899775425205538984052398767277988060597795517218926991926527010964355140300
775,697933628152689020061650958348274015676543374497688824260143818465937621397828645414316427901117623103428911533671454210397367528834174619461706013394125980955442848806164167100501818474565019396454571834785328965127368925358882953768308039617636235406981150381140890878564012516752890510655794765924423040960038462498068177784769314195435427599090084920937148646925316678345254103865612100609647778489071655633032362657062486979381139831318443066682821758365273187672746192469352189098771273680705165150180883504524801528094143466664264
776,3457759080747340191247206799960528104590080555798132482586368845935141635748188456636110136734041365743215703816892613742709591707611511686662240607181279696405353775988288479734510590736264869709756836747346371311110963739305743891364835245423829132604559497101099531244752784474694774097989560410035481653232594909259001111819733447205840666364284767505725784135230780652281181809570498386098084621486798422591817901011662974032834580668328070380022351178426279629519591074895605122578424827651050691845573132445535419775422716968250068
777,17130723178381900225047613525901575101264500811618720616552879783184902442956390573700766712342194094035109437935864506219135534185293533684428112811971563875523197042106587625948808517777021435786476655828103476026160713976786575995265158571803684634276089494405071055012295948000573756062430644907469107067505948942846811847769853411868209565186383107718557598229461732082429660573808206823061027361426067482501482616954958609170956929196122068021391171832392747749826997429981381627090087583742381491731288170291450191073484170391115440
778,84870551310178447347612110908548332808379615111405485154253741083081244279833086776453527312386206001343809962683699562837007976958124452583067031287251749846672429332790201600161481346789021243416980986119990899327835570570121746862098197807107920744736261864305582890848287047058499591033740416262414382295913583968688163716959764987953412046195026529903284195489686174016371610335496184822496378510726389726882067941586771462206431995680591065032405435629672239903687107280776181927058481737056073177096150877570541125771660981913576080
779,420473575489579330763232868286282169357646328074146669954502471323977565572529963557903938844406648646192908904672867778740081906727346028009783819164840894481454507622695415248702746024302308353885560058617756264824731012914313638348386579712467113234266704503378305273665893370998322215888983121138394499467265376830292778139818232343399395197387834874401332022098848986630547713036909908961921970378614716392424130249954966121846476156136905090445890007648942779866181065822803056422785198608493877528204555355251248488794436276189259660
780,2083150993156070038127268277443449202642150403883679982182957044771216431002901931074850791149497124736266206310741128363171124707008337569733159620442157229812694247567052210907723511919286779338285362846183938768296450563554929654631630150841180929676961045638352455420953739130965639081069241048836719355973141465740049655486194125632444949971486041676499059948764373775412935264255834576381903980679936496810700565438771225087405660918617813306001500656705466346579049634633434821760132909421673579109789020375712966486257255746177776748
781,10320557288340343590914424435062365676624184744486943852130354489743294557373652581265808601574760469689526019538204941713377978027835463955264203018223936406576296379784330700669101443591995658504121741409462317180766760005702742233919314891159823264474429537642225734317135241240639624280757262393251851449876279218503720453429758450283113379412908191793978063201347338567127175886623408110378849355836501721622357978305644751279957113160469921829313098417903327000836268797558113601071769026504471510244351519188851814829542289539508010192
782,51131190365731590394942435662286850423660320484870708324692338259623290506517969624666042550430807627719020874078321746546778033892939465457948204699925466521853333995716977270644385545040648452850917123364859804991382180988862302164979745113767319943281710831979923827439898766574097560005581784634733224920174800819677813996895471929159988765815745181549346484424535860167681691184963296456191617623116936677910887826524758732471517890482932176091247188642377882810691480898361598388207714894977096656502109078684256004319949892904975861640
783,253319727923508077896142507678847860186442650127348923876473736562596251980330563302409436424623089601823526500925207158008032372196922857178958429171001760246476859428047020836243843351927403130261607890062661979504687627885452746426205934628945452169990610917614606309920915551679764786533049765237395871159298870014263353853965292580273225394557220356743256578510129455243876923810832393744702949841283919602405883808095800170607811396456806047591359048188147458957337016456778942568880857892167646912030548094419891245235778043961503389648
784,1255025286777620960448846968252869522583585149472132537277797412136093268593164440586121329754088499141461304867262066321870505539880710753419897011803975705847191628208217862962594420167187426465492732275071808671893462992828548736269985052544645796280445421287197757112660160823644031103357867724619834968553705732470283759467462383904399573000336115294103880381372306702982525972764102109231453765329334546035582603192097920574837423744370458182487050233282518969636758169236807191470124158399577469674027298265282407069516967942049718693620
785,6217793472807684353542981551635546477083417425207375467703486780711070259595812505103343070400157987040556876535441249472967472531490389325118466127626588370645665185514968844851028819457446564284881865448077018655171741382740883896340599159187216621753080921315001084746148862964194454216460135441306493385974691600381621439197203851354390954103429486018740163762492613485980753159024262510194097617307600443354059523658615967438195579701900408445877145356780597625917193643889697511061624773562699617612289011456552402093786416401658745789040
786,30804946661000282356875571310935308677010181402336951426679885034103396420463169009677667036924678431125015815742719847765834935434597538802141848551961487068829765275912681713844618286528425711399739949951042605945517997910393424105312896445338019556792752436911603812609907434057049182700722381384179087389501113785824401711549079399696101736127420585686056157486986630426450270591296742668600649613662295275893989291433170045595441939194128408094736330116594208235823235558657744589138002462030292432464048247594702579164644028932545720539504
787,152617726915555420546368583584076040534260752441259955770925191654893013921326343165901055040799749344038406787100017350472350670820494343133147755710936825979296620256951608343537925060534397845665392017777111177551894937150619516359417556180532783868493764663275735173795580144550505093073279564050177393890197172548791317748807971330086286558025389555979253843880597816261224736275551366125063688791812276092427864158422126433216375698905741143307437847007844945459622770605118609706634790576753148260518564882883381093450605266324265238338160
788,756118477172360409840052904183672128715233677877164987596574688393022851014715845029279227063560043720180091501014508038349207606311089392175736711530623232716053646940618141483612126576993499238160417386276432102355722781985993160617831764016432937868712759645471016709358137490145266427702483660900988928204999798845593151496797804147837238432741642427882972121761211536619703561670835987898668098530360322139937596050877029623319714394585416813599309967163769934183514916738335340157374929093720617026566270289198580614065618097091580555699792
789,3746062945044589633477883112270756681162464255739443033546278349677468131233640471171314461793562241706744408715932582840703705611600023494381794688907815398860256292612547674919394854963953026492239547579590535698247759834983233803558172183587632213653431828360103750622966208593080457132039786812182104776662261796249155809478324314219741680398270159400245626102598991876941355672416031967560731894012187027217853293025469183617690240119228124470218065522781894426437248616976028547150558546694164018564435128663811612131122841915242748770927120
790,18559259262971128561170297653563766257120360019480490379506881322041301958054494150198338733379610434588864344313301371961655211199453823072099299828569634547843356600299902450094337732971994534587756623843546759610900173330515562058120093104611768352110084670903687988174743210271607626750924220837293131627316063893282014066859105162500598357014283038003123542176194495586982018544186376023859659862515398769568934086891404964017786546411949476640457789229108252363542132024133554145158623553456628006079682499727778870340898807031894267386036828
791,91948903476185891724448089981764514840943529919976678896504972308441132707246360291885625732311976514163273667644951948050382407200428298548254794899985153583318996937329508020205229445472928269900463433999345742994285285822756349919438731484956397134022325202727864813042745258571487583057882827275603345781969542744060135013305264838750589755417013462152410059752085839138025985270397330282548167280683642634010536957882101977519672932619229232135154857227794469804102143422192078204832506668086409460772571362957372052553085829378798030389352904
